t_date,t_amount,t_desc,t_balance
28/08/2019,-26.46,COLES 7786 LALOR AU Tap and Pay xx4477 Value Date: 26/08/2019,1742.55
28/08/2019,1052.88,Transfer From Lion Pumping Pty CREDIT TO ACCOUNT,1769.01
27/08/2019,-45.75,Direct Debit 279234 PAYPAL AUSTRALIA 1006453508343,716.13
27/08/2019,-116.74,Direct Debit 122794 IINET TECHNOLOGI 1923705f71147da,761.88
27/08/2019,-15.65,KFC EPPING EPPING AU Card xx8833,878.62
27/08/2019,-76.98,D'Amore Cellars Lalor AU Tap and Pay xx4477 Value Date: 25/08/2019,894.27
26/08/2019,280,POS 43424400 26 AUG,971.25
26/08/2019,-84.42,Direct Debit 279234 PAYPAL AUSTRALIA 1006425110865,691.25
26/08/2019,-257.79,COSTCO WHOLESALE AUSTR EPPING AU,775.67
25/08/2019,2,Refund Purchase PLINE PH LALOR PLAZA LALOR VICAU,1033.46
24/08/2019,110,POS 43424400 24 AUG,1031.46
24/08/2019,-129,THE MEAT & WINE CO HAW HAWTHORN EASTAU,921.46
24/08/2019,-101.65,COSTCO WHOLESALE AUSTR EPPING AU Card xx8833,1050.46
24/08/2019,-80,COSTCO WHOLESALE AUSTR EPPING AU,1152.11
23/08/2019,240,POS 43424400 23 AUG,1232.11
23/08/2019,-595,HARVEY NORMAN AV/IT THOMASTOWN AU,992.11
23/08/2019,750,Transfer from CBA NetBank Hallett 007HAL,1587.11
23/08/2019,-200,Transfer to xx4217 NetBank,837.11
23/08/2019,-1430,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,1037.11
23/08/2019,-85,ASIC SYDNEY AU Card xx8833 Value Date: 21/08/2019,2467.11
22/08/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2552.11
22/08/2019,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/08/2019,1499.23
21/08/2019,-300,Transfer to xx5005 CommBank app Value Date: 22/08/2019,1576.22
21/08/2019,1052.88,Transfer From Lion Pumping CREDIT TO ACCOUNT,1876.22
20/08/2019,-417.4,VICROADS NetBank BPAY 216291 255871020036119 rego peugeot Value Date: 21/08/2019,823.34
20/08/2019,500,Direct Credit 141000 Lion Pumping,1240.74
20/08/2019,-35.09,Direct Debit 062246 CommInsure 8260620--136122037,740.74
19/08/2019,-55.85,Direct Debit 279234 PAYPAL AUSTRALIA 1006371458905,775.83
16/08/2019,-215.29,Direct Debit 279234 PAYPAL AUSTRALIA 1006359513895,831.68
16/08/2019,-1564,Transfer to xx5005 NetBank,1046.97
15/08/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2610.97
14/08/2019,-4.87,International Transaction Fee Value Date: 11/08/2019,1558.09
14/08/2019,-162.25,SEMRUSH.COM 855-814-4510 PA US Card xx8833 USD 109.95 Value Date: 11/08/2019,1562.96
14/08/2019,1052.88,Transfer From Lion Pumping CREDIT TO ACCOUNT,1725.21
12/08/2019,-72.32,Direct Debit 068616 HOLLARD INSURANC HOLLAR2495517702,672.33
11/08/2019,-2000,Transfer to xx5005 NetBank,744.65
10/08/2019,-200,Transfer to xx4217 NetBank,2744.65
9/08/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2944.65
9/08/2019,-104.31,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 07/08/2019,1891.77
8/08/2019,-12.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006295913321,1996.08
7/08/2019,1052.88,Transfer From Lion Pumping CREDIT TO ACCOUNT,2009.07
6/08/2019,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 01/08/2019,956.19
6/08/2019,-0.89,International Transaction Fee Value Date: 02/08/2019,996.19
6/08/2019,-29.58,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/08/2019,997.08
6/08/2019,-104.87,HOLLARD INSURANCE CHATSWOOD AU Card xx7776 Value Date: 01/08/2019,1026.66
5/08/2019,-10.67,Direct Debit 279234 PAYPAL AUSTRALIA 1006259900752,1131.53
3/08/2019,-200,GEM VISA CARD NetBank BPAY 154799 6010732002049206,1142.2
2/08/2019,1052.88,Direct Credit 141000 LION PUMPING LION PUMPING,1342.2
2/08/2019,-1.49,Direct Debit 279234 PAYPAL AUSTRALIA 1006248450100,289.32
2/08/2019,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 31/07/2019,290.81
1/08/2019,-21.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006238340215,380.81
1/08/2019,-2000,Transfer to xx5005 CommBank app,402.8
1/08/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2402.8
31/07/2019,-139.36,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 27/07/2019,1349.92
31/07/2019,-109.47,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 27/07/2019,1489.28
30/07/2019,-149.27,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,1598.75
30/07/2019,-7.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006222727702,1748.02
29/07/2019,-25,Direct Debit 279234 PAYPAL AUSTRALIA 1006213549426,1756.01
25/07/2019,-400,Transfer to xx4217 NetBank,1781.01
25/07/2019,1052.88,Direct Credit 141000 DRAGZ ENTERPRISE LION PUMPING,2181.01
25/07/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1128.13
24/07/2019,-14.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006174632222,75.25
24/07/2019,-1000,Transfer to xx5005 CommBank app,90.24
23/07/2019,-56.1,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Outgoings,1090.24
23/07/2019,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/07/2019,1146.34
22/07/2019,500,Direct Credit 141000 Lion Pumping,1223.33
22/07/2019,-47.3,Direct Debit 279234 PAYPAL AUSTRALIA 1006152423943,723.33
22/07/2019,-103.52,Direct Debit 279234 PAYPAL AUSTRALIA 1006146152051,770.63
21/07/2019,-1000,Transfer to xx5005 CommBank app,874.15
20/07/2019,-710,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,1874.15
20/07/2019,800,Transfer from CBA NetBank Hallettstone,2584.15
18/07/2019,-1000,Transfer to xx5005 NetBank,1784.15
18/07/2019,-200,Transfer to xx4217 NetBank,2784.15
18/07/2019,1052.88,Direct Credit 141000 DRAGZ ENTERPRISE LION PUMPING,2984.15
18/07/2019,-35.09,Direct Debit 062246 CommInsure 8260620--135269360,1931.27
18/07/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1966.36
18/07/2019,-89,JB HI FI THOMASTOWN AU Tap and Pay xx4477 Value Date: 15/07/2019,913.48
18/07/2019,-115,HARVEY NORMAN AV/IT THOMASTOWN AU Card xx8833 Value Date: 15/07/2019,1002.48
16/07/2019,-20,COSTCO WHOLESALE AUSTR EPPING AU,1117.48
16/07/2019,-4.75,International Transaction Fee Value Date: 11/07/2019,1137.48
16/07/2019,-158.19,SEMRUSH.COM HTTPSWWW.SEMR PA US Card xx8833 USD 109.95 Value Date: 11/07/2019,1142.23
15/07/2019,-141.69,Direct Debit 122794 IINET TECHNOLOGI 1919205e25c3e38,1300.42
14/07/2019,100,POS 43424400 14 JUL,1442.11
14/07/2019,400,Transfer from NetBank,1342.11
13/07/2019,330,POS 43424400 13 JUL,942.11
13/07/2019,-36.49,JB HI FI THOMASTOWN AU Card xx8833 Value Date: 09/07/2019,612.11
12/07/2019,390,POS 43424400 12 JUL,648.6
12/07/2019,-72.32,Direct Debit 068616 HOLLARD INSURANC HOLLAR2474319957,258.6
12/07/2019,100,Transfer from NetBank,330.92
12/07/2019,-10,Transfer to xx5005 NetBank,230.92
12/07/2019,-720,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,240.92
11/07/2019,180,POS 43424400 11 JUL,960.92
11/07/2019,-80,Transfer to xx5005 CommBank app SSL certificate,780.92
11/07/2019,-102.45,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 09/07/2019,860.92
10/07/2019,120,POS 43424400 10 JUL,963.37
9/07/2019,230,POS 43424400 09 JUL,843.37
9/07/2019,-23.99,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,613.37
9/07/2019,23.99,Return COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,637.36
9/07/2019,-99,JB HI FI THOMASTOWN AU Card xx8833 Value Date: 04/07/2019,613.37
8/07/2019,100,POS 43424400 08 JUL,712.37
6/07/2019,-80,COSTCO WHOLESALE AUSTR EPPING AU,612.37
6/07/2019,-215,WU 1918485498368425 180-017-3833 AU Card xx8833 Value Date: 03/07/2019,692.37
5/07/2019,120,POS 43424400 05 JUL,907.37
5/07/2019,-89,OFFICEWORKS 0340 EPPING AU Card xx8833 Value Date: 03/07/2019,787.37
5/07/2019,-0.86,International Transaction Fee Value Date: 02/07/2019,876.37
5/07/2019,-28.75,WHITESPARKI 8554066050 AB CA Card xx8833 USD 20.00 Value Date: 02/07/2019,877.23
4/07/2019,220,POS 43424400 04 JUL,905.98
4/07/2019,-29,Direct Debit 279234 PAYPAL AUSTRALIA 1006020737655,685.98
4/07/2019,-250,GEM VISA CARD NetBank BPAY 154799 6010732002049206,714.98
4/07/2019,-89,OFFICEWORKS 0340 EPPING AU Card xx8833 Value Date: 02/07/2019,964.98
4/07/2019,-104.87,HOLLARD INSURANCE CHATSWOOD AU Card xx7776 Value Date: 01/07/2019,1053.98
3/07/2019,490,POS 43424400 03 JUL,1158.85
3/07/2019,-10.43,Direct Debit 279234 PAYPAL AUSTRALIA 1006015385588,668.85
3/07/2019,-59.99,Direct Debit 279234 PAYPAL AUSTRALIA 1006011714401,679.28
2/07/2019,470,POS 43424400 02 JUL,739.27
2/07/2019,-1.49,Direct Debit 279234 PAYPAL AUSTRALIA 1006003688981,269.27
2/07/2019,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 30/06/2019,270.76
2/07/2019,-109.11,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 28/06/2019,360.76
2/07/2019,-109.48,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 28/06/2019,469.87
2/07/2019,-7,Melb Onstreet MORELEY AU Card xx8833 Value Date: 27/06/2019,579.35
2/07/2019,-14,Melb Onstreet MORELEY AU Card xx8833 Value Date: 27/06/2019,586.35
1/07/2019,230,POS 43424400 01 JUL,600.35
1/07/2019,-0.06,Debit Excess Interest,370.35
